COD_CURSO,CURSO,NUM_VERSAO,DESCR_ESTRUTURA,PERIODO_IDEAL,COD_DISCIPLINA,NOME_DISCIPLNA,CREDITOS,CH_TEORICA,CH_PRATICA,CH_TOTAL
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,6,IHP076,PRÁTICA CURRICULAR IV - LEITURA E INTERPRETAÇÃO,2,,60,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,6,IHP086,LITERATURA BRASILEIRA III,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,6,IHP099,SEMÂNTICA DA LÍNGUA PORTUGUESA,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,7,FEA009,LEGISLAÇÃO DO ENSINO BÁSICO,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,7,IHP077,PRÁTICA CURRICULAR V - PRODUÇÃO TEXTUAL,2,,60,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,7,IHP080,LITERATURA LATINA,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,7,IHP087,LITERATURA BRASILEIRA IV,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,7,IHP096,ESTÁGIO SUPERVISIONADO I,4,,120,120
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,8,IHP078,PRÁTICA CURRICULAR VI- O ENSINO DA GRAMÁTICA NORMATIVA,2,,60,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,8,IHP088,LITERATURA AMAZONENSE,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,8,IHP097,ESTÁGIO SUPERVISIONADO II,4,,120,120
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,8,IHP122,LÍNGUA BRASILEIRA DE SINAIS A,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,9,IHP079,PRÁTICA CURRICULAR VII - O ENSINO DA LITERATURA,2,,60,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,9,IHP098,ESTÁGIO SUPERVISIONADO III,6,15,150,165
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,9,IHP116,TRABALHO DE CONCLUSÃO DE CURSO,3,30,30,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,,ENADE01,ENADE - INGRESSANTE,,,,
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OBRIGATÓRIAS,,ENADE02,ENADE - CONCLUINTE,,,,
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP011,PORTUGUES INSTRUMENTAL,5,75,,75
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP014,HISTORIA DA LITERATURA,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP030,O CONTO BRASILEIRO,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP037,LINGUISTICA III,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP038,LITERATURA INFANTIL,2,30,,30
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP061,EXPRESSÃO E COMUNICAÇÃO VERBAL,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP101,METODOLOGIA DO ENSINO DE LINGUA E LIT. PORTUGUESA,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP111,ANÁLISE CRÍTICA DO DISCURSO,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP119,PRÁTICA DE PRODUÇÃO DE TEXTO,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP121,TEORIA E PRÁTICA DE LEITURA,2,30,,30
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP125,O CONTO MACHADIANO,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP126,ENTRE A LITERATURA E A HISTÓRIA,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP127,INTRODUÇÃO À SOCIOLINGUÍSTICA,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP128,REVISÃO DE TEXTO,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP129,ESCRITA CRIATIVA,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP163,POESIA E HUMOR,4,60,,60
IH13,Letras - Língua e Literatura Portuguesa,2010/1,OPTATIVAS,,IHP174,INTRODUÇÃO AO ESTUDO DAS LÍNGUAS ÍNDIGENAS,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF007,FILOSOFIA DA RELIGIÃO,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF023,ANTROPOLOGIA FILOSOFICA,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF033,HISTORIA DA ARTE,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF068,FILOSOFIA DA LINGUAGEM,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF069,FILOSOFIA DA MENTE,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF070,FILOSOFIA DO DIREITO,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF071,FILOSOFIA DA EDUCAÇÃO,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF072,FILOSOFIA DA HISTÓRIA,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF073,HISTÓRIA E FILOSOFIA DA CIÊNCIA,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF074,TÓPICOS ESPECIAIS DE TEORIA DO CONHECIMENTO I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF075,TÓPICOS ESPECIAIS DE TEORIA DO CONHECIMENTO II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF076,TÓPICOS ESPECIAIS DE TEORIA DO CONHECIMENTO III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF077,TÓPICOS ESPECIAIS DE TEORIA DO CONHECIMENTO IV,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF078,TÓPICOS ESPECIAIS DE LÓGICA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF079,TÓPICOS ESPECIAIS DE LÓGICA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF080,TÓPICOS ESPECIAIS DE LÓGICA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF084,TÓPICOS ESPECIAIS DE LÓGICA IV,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF085,TÓPICOS ESPECIAIS DE ÉTICA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF087,TÓPICOS ESPECIAIS DE ÉTICA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF088,TÓPICOS ESPECIAIS DE ÉTICA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF089,TÓPICOS ESPECIAIS DE ÉTICA IV,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF093,TÓPICOS ESPECIAIS DE ESTÉTICA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF094,TÓPICOS ESPECIAIS DE ESTÉTICA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF095,TÓPICOS ESPECIAIS DE ESTÉTICA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF096,TÓPICOS ESPECIAIS DE ESTÉTICA IV,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF097,TÓPICOS ESPECIAIS DE METAFÍSICA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF098,TÓPICOS ESPECIAIS DE METAFÍSICA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF099,TÓPICOS ESPECIAIS DE METAFÍSICA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF100,TÓPICOS ESPECIAIS DE METAFÍSICA IV,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF101,TÓPICOS ESPECIAIS DE FILOSOFIA DA CIÊNCIA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF102,TÓPICOS ESPECIAIS DE FILOSOFIA DA CIÊNCIA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF103,TÓPICOS ESPECIAIS DE FILOSOFIA DA CIÊNCIA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF104,TÓPICOS ESPECIAIS DE FILOSOFIA POLÍTICA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF105,TÓPICOS ESPECIAIS DE FILOSOFIA POLÍTICA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF106,TÓPICOS ESPECIAIS DE FILOSOFIA POLÍTICA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF107,TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA ANTIGA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF108,TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA ANTIGA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF109,TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA ANTIGA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF110, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA ANTIGA IV,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF111, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA MEDIEVAL I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF113,TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA MEDIEVAL II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF114, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA MEDIEVAL III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF116, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA MEDIEVAL IV,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF117, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA MODERNA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF119, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA MODERNA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF120, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA MODERNA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF121, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA MODERNA IV,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF123,TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA CONTEMPORÂNEA I,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF124, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA CONTEMPORÂNEA II,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF126, TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA CONTEMPORÂNEA III,4,60,,60
IH14,Filosofia,2011/1,ELETIVAS,,IHF129,TÓPICOS ESPECIAIS DE HISTÓRIA DA FILOSOFIA CONTEMPORÂNEA IV,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,1,IHE080,FRANCÊS ESPECIAL I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,1,IHF044,FILOSOFIA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,1,IHF048,LEITURA E REDAÇÃO DE TEXTOS FILOSÓFICOS I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,1,IHF152,HISTÓRIA DA FILOSOFIA ANTIGA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,1,IHP184,LÍNGUA PORTUGUESA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,2,IHE085,FRANCES ESPECIAL II,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,2,IHF016,TEORIA DO CONHECIMENTO I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,2,IHF045,LÓGICA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,2,IHF049,LEITURA E REDAÇÃO DE TEXTOS FILOSÓFICOS II,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,2,IHF172,HISTORIA DA FILOSOFIA MEDIEVAL I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,3,FEF022,PSICOLOGIA DA EDUCACÃO II,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,3,IHF052,PRÁTICA INTEGRADA I,6,30,120,150
IH14,Filosofia,2011/1,OBRIGATÓRIAS,3,IHF192,HISTORIA DA FILOSOFIA MODERNA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,3,IHS011,SOCIOLOGIA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,4,FET121,DIDATICA GERAL,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,4,IHF054,PRÁTICA INTEGRADA II,6,30,120,150
IH14,Filosofia,2011/1,OBRIGATÓRIAS,4,IHF127,ETICA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,4,IHF212,HISTORIA DA FILOSOFIA CONTEMPORANEA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,5,FEA011,ESTRUTURA E FUNCIONAMENTO DO ENSINO BÁSICO,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,5,IHF047,ESTETICA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,5,IHF053,FILOSOFIA POLÍTICA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,5,IHF056,METAFÍSICA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,5,IHF059,PRÁTICA INTEGRADA III,6,30,120,150
IH14,Filosofia,2011/1,OBRIGATÓRIAS,6,IHF058,FILOSOFIA DA CIÊNCIA I,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,6,IHF060,ESTÁGIO CURRICULAR SUPERVISIONADO I,5,15,120,135
IH14,Filosofia,2011/1,OBRIGATÓRIAS,6,IHF061,TRABALHO DE CONCLUSÃO DE CURSO I,5,15,120,135
IH14,Filosofia,2011/1,OBRIGATÓRIAS,6,IHF063,PRÁTICA INTEGRADA IV,6,30,120,150
IH14,Filosofia,2011/1,OBRIGATÓRIAS,7,IHF062,ESTÁGIO CURRICULAR SUPERVISIONADO II,5,15,120,135
IH14,Filosofia,2011/1,OBRIGATÓRIAS,7,IHF064,TRABALHO DE CONCLUSÃO DE CURSO II,5,15,120,135
IH14,Filosofia,2011/1,OBRIGATÓRIAS,7,IHP123,LINGUA BRASILEIRA DE SINAIS B,4,60,,60
IH14,Filosofia,2011/1,OBRIGATÓRIAS,8,IHF066,ESTÁGIO CURRICULAR SUPERVISIONADO III,5,15,120,135
IH14,Filosofia,2011/1,OBRIGATÓRIAS,8,IHF067,TRABALHO DE CONCLUSÃO DE CURSO III,5,15,120,135
IH14,Filosofia,2011/1,OBRIGATÓRIAS,,ENADE01,ENADE - INGRESSANTE,,,,
IH14,Filosofia,2011/1,OBRIGATÓRIAS,,ENADE02,ENADE - CONCLUINTE,,,,
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,1,FEF018,PSICOLOGIA DA EDUCACÃO,5,75,,75
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,1,FET024,METODOLOGIA DO TRABALHO CIENTÍFICO,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,1,FLI001,INTRODUÇÃO AOS ESTUDOS DA LINGUAGEM,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,1,FLI002,PRÁTICA CURRICULAR I,4,15,90,105
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,1,IHE101,LINGUA INGLESA I,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,1,IHE111,PRATICA ORAL EM LINGUA INGLESA  I,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,2,FLI003,TEORIAS DE AQUISIÇÃO DE LINGUAGEM,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,2,FLI004,LEITURA EM LÍNGUA INGLESA,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,2,FLI005,PRÁTICA CURRICULAR II,4,15,90,105
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,2,IHE102,LINGUA INGLESA II,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,2,IHE112,PRATICA ORAL EM LINGUA INGLESA II,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,2,IHP164,PORTUGUÊS INSTRUMENTAL,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,3,FET121,DIDATICA GERAL,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,3,FLI006,PRODUÇÃO ESCRITA EM LÍNGUA INGLESA I,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,3,FLI007,PRÁTICA CURRICULAR III,4,15,90,105
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,3,FLI008,TEORIA LITERÁRIA I,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,3,IHE103,LINGUA INGLESA III,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,3,IHE113,PRATICA ORAL EM LINGUA INGLESA III,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,4,FLI009,PRODUÇÃO ESCRITA EM LÍNGUA INGLESA II,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,4,FLI010,TEORIA LITERÁRIA II,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,4,FLI011,PRÁTICA CURRICULAR IV,3,,90,90
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,4,FLI012,METODOLOGIA DO ENSINO DE LÍNGUA INGLESA,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,4,FLI032,PRÁTICA ORAL EM LÍNGUA INGLESA IV,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,4,IHE104,LINGUA INGLESA IV,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,5,FEA047,LEGISLAÇÃO DA EDUCAÇÃO BÁSICA,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,5,FLI013,ESTÁGIO EM LÍNGUA INGLESA I,4,15,90,105
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,5,IHE054,INTRODUÇÃO A LITERATURA DE LINGUA INGLESA,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,5,IHE105,LINGUA INGLESA V,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,5,IHE141,ESTRUTURA DA LINGUA INGLESA I,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,5,IHP123,LINGUA BRASILEIRA DE SINAIS B,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,6,FLI014,"ESTÁGIO EM LÍNGUA INGLESA II
ESTÁGIO EM LÍNGUA INGLESA II
ESTÁGIO EM LÍNGUA INGLESA II",4,15,90,105
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,6,FLI015,ORIENTAÇÃO DE TRABALHO FINAL I - OTF,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,6,IHE064,LITERATURA INGLESA A,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,6,IHE084,LITERATURA NORTE-AMERICANA A,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,6,IHE106,LINGUA INGLESA VI,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,6,IHE142,ESTRUTURA DA LINGUA INGLESA II,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,7,FLI016,ESTÁGIO EM LÍNGUA INGLESA III,4,15,90,105
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,7,FLI017,ORIENTAÇÃO DE TRABALHO FINAL II - OTF,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,7,IHE074,LITERATURA INGLESA B,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,7,IHE094,LITERATURA NORTE-AMERICANA B,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,7,IHE294,INTRODUCÃO A ANÁLISE DE DISCURSO,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,7,IHE304,INTRODUÇÃO À LINGÜÍSTICA APLICADA,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,8,FLI018,ESTÁGIO EM LÍNGUA INGLESA IV,3,,90,90
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,8,FLI019,ORIENTAÇÃO  DE TRABALHO FINAL III - OTF,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,8,IHE049,CULTURA DE EXPRESSAO INGLESA,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,8,IHE308,ELABORAÇÃO DE PROJETOS EM LINGÜÍSTICA APLICADA,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,,ENADE01,ENADE - INGRESSANTE,,,,
IH15,Letras - Língua e Literatura Inglesa,2019/1,OBRIGATÓRIAS,,ENADE02,ENADE - CONCLUINTE,,,,
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI020,INTRODUÇÃO À LITERATURA INFANTO-JUVENIL,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI021,TEORIA DO TEATRO,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI022,HISTÓRIA DA LÍNGUA INGLESA,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI023,POLÍTICAS LINGUÍSTICAS,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI024,TECNOLOGIAS EDUCACIONAIS,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI025,LITERATURA E CINEMA I,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI026,LITERATURA E CINEMA II,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI027,LITERATURA E CINEMA III,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI028,METODOLOGIA DO ENSINO DE PORTUGÊS LÍNGUA ESTRANGEIRA,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI029,INTRODUÇÃO AOS ESTUDOS DOS LETRAMENTOS,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI030,FUNDAMENTOS DO ENSINO - APRENDIZAGEM DE LÍNGUAS PARA FINS ESPECÍFICOS,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI031,"ELABORAÇÃO, FORMATAÇÃO E REVISÃO DE TRABALHOS ACADÊMICOS",2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI033,MANDARIM I,4,60,0,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI034,MANDARIM II,4,60,0,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,FLI035,MANDARIM III,4,60,0,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,IHE043,TRADUCÃO: INGLÊS - PORTUGUÊS,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,IHE115,CONVERSAÇÃO EM LÍNGUA INGLESA,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,IHE161,LITERATURA DE LING. INGLESA - TÓPICOS ESPECIAIS,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,IHE162,ESTRUTURA DA LING. INGLESA: TÓPICOS ESPECIAIS,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,IHE163,METOD. DO ENS. DA LING. ING.: TOP. ESPEC.,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,IHE309,PRAGMÁTICA,4,60,,60
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,IHE312,LITERATURA E SEXUALIDADE,2,30,,30
IH15,Letras - Língua e Literatura Inglesa,2019/1,OPTATIVAS,,IHE313,TEORIA DO CONTO: INTRODUÇÃO E PRAGMÁTICA,2,30,,30
IH16,Letras - Língua e Literatura Francesa,2016/1,OBRIGATÓRIAS,1,FET024,METODOLOGIA DO TRABALHO CIENTÍFICO,4,60,,60
IH16,Letras - Língua e Literatura Francesa,2016/1,OBRIGATÓRIAS,1,IHE007,LINGUA FRANCESA I,4,60,,60
IH16,Letras - Língua e Literatura Francesa,2016/1,OBRIGATÓRIAS,1,IHE009,LEITURA EM LINGUA FRANCESA I,4,60,,60
IH16,Letras - Língua e Literatura Francesa,2016/1,OBRIGATÓRIAS,1,IHE093,PRATICA ORAL EM LINGUA FRANCESA I,2,30,,30
IH16,Letras - Língua e Literatura Francesa,2016/1,OBRIGATÓRIAS,1,IHP041,COMUNICACÃO EM PROSA MODERNA I,4,60,,60
